rank,finalWorth,category,personName,age,country,gender,source,status
2259,1200,Healthcare,Alan Miller & family,85,United States,M,Healthcare services,D
2259,1200,Automotive,Ulrich Mommert & family,82,,M,Lighting,E
2259,1200,Diversified,Neide Helena de Moraes,68,Brazil,F,Diversified,D
2259,1200,Finance & Investments,Scott Nuttall,50,United States,M,Private equity,U
2259,1200,Manufacturing,Kailashchandra Nuwal,65,,M,Industrial explosives,N
2259,1200,Food & Beverage,Axel Oberwelland & family,56,Germany,M,Candy,Split Family Fortune
2259,1200,Technology,Jonathan Oringer,48,United States,M,Stock photos,D
2259,1200,Food & Beverage,Vitaly Orlov,58,Russia,M,Fisheries,R
2259,1200,Real Estate,Jose Isaac Peres & family,82,Brazil,M,Shopping malls,U
2259,1200,Media & Entertainment,Markus Persson,43,Sweden,M,Computer games,D
2259,1200,Technology,Mark Pincus,57,United States,M,Online games,D
2259,1200,Diversified,Murdaya Poo,82,Indonesia,M,Diversified,E
2259,1200,Healthcare,Forrest Preston,90,United States,M,Health care,D
2259,1200,Food & Beverage,Qian Ying,57,China,F,Pig breeding,D
2259,1200,Manufacturing,Jimmy Rane,76,United States,M,Lumber,N
2259,1200,Finance & Investments,Andrei Rappoport,59,Switzerland,M,Investments,E
2259,1200,Food & Beverage,Hugo Ribeiro & family,,Brazil,M,Agribusiness,Split Family Fortune
2259,1200,Finance & Investments,Bennett Rosenthal,59,United States,M,Finance,N
2259,1200,Real Estate,Atul Ruia,52,India,M,Real estate,N
2259,1200,Finance & Investments,Thomas Sandell,62,United Kingdom,M,Hedge funds,D
2259,1200,Food & Beverage,Francesco Saputo,,Canada,M,Cheese,N
2259,1200,Construction & Engineering,Dhruv Sawhney,78,United Arab Emirates,M,"Engineering, sugar",U
2259,1200,Finance & Investments,Gerald Schwartz,81,Canada,M,Finance,D
2259,1200,Fashion & Retail,Antonio Luiz Seabra,80,United Kingdom,M,Cosmetics,D
2259,1200,Technology,Eric Ya Shen,52,China,M,Online apparel retail,R
2259,1200,Technology,Sytse 'Sid' Sijbrandij,43,United States,M,Software,N
2259,1200,Automotive,Alexander Sixt,43,Germany,M,Car rentals,D
2259,1200,Automotive,Konstantin Sixt,40,Germany,M,Car rentals,D
2259,1200,Energy,Edwin Soeryadjaya,73,Indonesia,M,"Coal, investments",D
2259,1200,Healthcare,Abhay Soi,49,India,M,Healthcare,N
2259,1200,Technology,Mike Speiser,52,United Kingdom,M,Software,U
2259,1200,Construction & Engineering,Marco Squinzi,51,Italy,M,Chemical products,D
2259,1200,Construction & Engineering,Veronica Squinzi,51,Italy,F,Chemical products,D
2259,1200,Finance & Investments,Michael Steinhardt,82,United States,M,Hedge funds,E
2259,1200,Technology,Ion Stoica,58,United States,M,Data analytics,D
2259,1200,Metals & Mining,Eddy Sugianto,77,Indonesia,M,Coal,N
2259,1200,Manufacturing,Luc Tack,61,Belgium,M,"Textile, chemicals",E
2259,1200,Food & Beverage,Tony Tan Caktiong,70,Philippines,M,Food,D
2259,1200,Manufacturing,Xiuguo Tang,59,China,M,Manufacturing,U
2259,1200,Real Estate,Sam Tarascio,78,Australia,M,Real estate,E
2259,1200,Finance & Investments,Lina Tombolato,75,Italy,F,Financial services,D
2259,1200,Manufacturing,Ching Bor Tung,60,China,M,Manufacturing,D
2259,1200,Media & Entertainment,Joop van den Ende,81,Netherlands,M,TV shows,D
2259,1200,Finance & Investments,Ruben Vardanyan & family,54,Armenia,M,Investment banking,R
2259,1200,Fashion & Retail,Sandro Veronesi & family,63,Italy,M,Fashion,D
2259,1200,Real Estate,Thongma Vijitpongpun,65,Thailand,M,Real estate,E
2259,1200,Finance & Investments,Thomas von Koch,57,Hong Kong,M,Asset management,D
2259,1200,Healthcare,Wang Fuji,,China,M,Pharmaceuticals,D
2259,1200,Manufacturing,Wang Shih-Chung,61,Taiwan,M,Pneumatic equipments,N
2259,1200,Manufacturing,Wang Xiaoshen,54,China,M,Lithium,D
2259,1200,Diversified,J. Wayne Weaver,87,United States,M,Shoes,E
2259,1200,Food & Beverage,Drorit Wertheim,67,Israel,F,Coca Cola Israel,D
2259,1200,Finance & Investments,Cameron Winklevoss,41,United States,M,Cryptocurrency,D
2259,1200,Finance & Investments,Tyler Winklevoss,41,United States,M,Cryptocurrency,D
2259,1200,Manufacturing,Wu Chung-yi,67,Taiwan,M,Manufacturing,E
2259,1200,Finance & Investments,Eugene Wu,77,Taiwan,M,Finance,D
2259,1200,Fashion & Retail,Wu Yonghua,52,China,M,Apparel,U
2259,1200,Manufacturing,Xia Xinde,58,China,M,Batteries,U
2259,1200,Manufacturing,Wenbo Xiang,60,China,M,Manufacturing,D
2259,1200,Food & Beverage,Xu Jin,58,China,M,Wine,D
2259,1200,Manufacturing,Xu Shijun & family,60,China,M,Manufacturing,D
2259,1200,Service,Wanmao Xu,78,China,M,Education,D
2259,1200,Manufacturing,Xu Yuejuan,61,China,F,Petro Fibre,D
2259,1200,Healthcare,Vadim Yakunin,60,Russia,M,Pharmacy,R
2259,1200,Fashion & Retail,Yang Yunyun,46,China,F,Retail,R
2259,1200,Technology,Matei Zaharia,37,United States,M,Data analytics,D
2259,1200,Diversified,Zan Shengda,60,China,M,Diversified,D
2259,1200,Technology,Zhang Xuezheng,47,China,M,Telecom,D
2259,1200,Manufacturing,Zhang Yin,66,China,F,Paper manufacturing,D
2259,1200,Healthcare,Ning Zhao,56,China,F,Pharmaceuticals,Split Family Fortune
2259,1200,Manufacturing,Zhou Wen & family,58,China,M,Chemicals,U
2259,1200,Construction & Engineering,Zhu Xingliang,63,China,M,Construction,D
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66,India,M,Sports shoes,N
2405,1100,Energy,Farkhad Akhmedov,67,Russia,M,Investments,D
2405,1100,Healthcare,Prem Kumar Arora,84,,M,Pharmaceuticals,N
2405,1100,Finance & Investments,Joseph Bae,51,United States,M,Private equity,N
2405,1100,Food & Beverage,Abigail Bennett,42,United States,F,Liquor,Split Family Fortune
2405,1100,Fashion & Retail,Sara Blakely,52,United States,F,Spanx,E
2405,1100,Finance & Investments,Lloyd Blankfein,68,United States,M,Banking,E
2405,1100,Diversified,Henadiy Boholyubov,61,Ukraine,M,"Banking, investments",E
2405,1100,Real Estate,Stephane Bonvin,56,Switzerland,M,Real estate,D
2405,1100,Diversified,Oleg Boyko,58,Switzerland,M,Diversified,D
2405,1100,Technology,Ryan Breslow,28,United States,M,E-commerce software,D
2405,1100,Fashion & Retail,Thomas Bruch,72,Germany,M,Retail,D
2405,1100,Technology,Marina Budiman,61,Indonesia,F,Data centers,D
2405,1100,Food & Beverage,Pradip Burman,80,India,M,Consumer goods,D
2405,1100,Healthcare,Cai Hongbin,,China,M,Pharmaceuticals,D
2405,1100,Manufacturing,Cao Kejian,60,China,M,Air compressors,E
2405,1100,Food & Beverage,Giuliana Caprotti,82,Italy,F,Supermarkets,D
2405,1100,Food & Beverage,Marina Caprotti,45,Italy,F,Supermarkets,D
2405,1100,Technology,Chang Jing,40,China,M,Technology,D
2405,1100,Healthcare,Chen Baohua,61,China,M,Pharmaceutical,D
2405,1100,Energy,Gang Chen,55,China,M,Solar energy,D
2405,1100,Logistics,Liying Chen,47,China,F,Package delivery,D
2405,1100,Technology,Tony Chen,73,Taiwan,M,Electronics,U
2405,1100,Manufacturing,Chen Xueling,55,China,F,Stationery,D
2405,1100,Food & Beverage,Cheng Lili,58,China,M,Poultry breeding,D
2405,1100,Technology,Cho Jyh-jer,,,M,Semiconductors,D
2405,1100,Technology,Weili Dai,61,United States,F,Semiconductors,D
2405,1100,Food & Beverage,Carmen Daurella Aguilera,,Spain,F,Coca-Cola bottler,R
2405,1100,Manufacturing,Deng Yingzhong,72,China,M,Paper,D
2405,1100,Finance & Investments,Shlomo Eliahu,87,Israel,M,Insurance,D
2405,1100,Finance & Investments,Henry Engelhardt,65,United Kingdom,M,Insurance,D
2405,1100,Service,Gabriel Escarrer,88,Spain,M,Hotels,E
2405,1100,Manufacturing,Daniel Feffer,63,Brazil,M,Pulp and paper,D
2405,1100,Manufacturing,Ruben Feffer,53,Brazil,M,Pulp and paper,D
2405,1100,Telecom,Gleb Fetisov,56,Cyprus,M,Investments,D
2405,1100,Fashion & Retail,Paul Fireman,79,United States,M,Reebok,E
2405,1100,Fashion & Retail,Robert Fisher,69,United States,M,Gap,D
2405,1100,Fashion & Retail,Bernd Freier,66,Germany,M,Fashion retail,D
2405,1100,Manufacturing,Donald Friese,82,United States,M,Manufacturing,E
2405,1100,Healthcare,Gan Zhongru,74,China,M,Pharmaceuticals,D
2405,1100,Fashion & Retail,Rahul Gautam,70,India,M,Mattresses,D
2405,1100,Finance & Investments,David Golub,60,United States,M,Private equity,E
2405,1100,Real Estate,Pavel Golubkov,47,Russia,M,"Building, development",N
2405,1100,Fashion & Retail,Cristina Green,,United Kingdom,F,Fashion retail,Split Family Fortune
2405,1100,Fashion & Retail,Philip Green,,United Kingdom,M,Fashion retail,Split Family Fortune
2405,1100,Energy,Said Gutseriev,34,United Kingdom,M,"Retail, investments",R
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,M,EasyJet,U
2405,1100,Food & Beverage,He Zuxun,57,China,M,Pig breeding,D
2405,1100,Finance & Investments,Christian Herz,,Germany,M,Coffee,E
2405,1100,Finance & Investments,Michaela Herz,,Germany,F,Coffee,E
2405,1100,Technology,David Hindawi,78,United States,M,Software,D
2405,1100,Technology,Huang Shan,52,China,M,Software,R
2405,1100,Technology,Huang Xiaofen & family,61,China,F,Printed circuit boards,D
2405,1100,Automotive,Hiroshi Ishibashi,76,Japan,M,Tires,U
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,Japan,M,Pachinko machines,R
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,Thailand,M,Auto loans,D
2405,1100,Finance & Investments,Nikhil Kamath,36,India,M,Financial services,N
2405,1100,Finance & Investments,Jonas Kamprad,57,United Kingdom,M,IKEA,E
2405,1100,Finance & Investments,Mathias Kamprad,53,United Kingdom,M,IKEA,E
2405,1100,Finance & Investments,Peter Kamprad,59,Belgium,M,IKEA,E
2405,1100,Service,Fumio Kaneko,66,Japan,M,Waste management,N
2405,1100,Automotive,Sunjay Kapur,51,India,M,Auto parts,D
2405,1100,Energy,Ali Metin Kazanci,88,Turkey,M,Energy,R
2405,1100,Healthcare,Kangbao Ke & family,60,China,M,Retailing,U
2405,1100,Sports,Carsten Koerl,58,Switzerland,M,Sports data,D
2405,1100,Technology,Koo Bon-sik,64,South Korea,M,LG,E
2405,1100,Energy,Andrei Kosogov,62,Russia,M,Banking,D
2405,1100,Manufacturing,Yogesh Kothari,74,India,M,Specialty chemicals,D
2405,1100,Healthcare,Arvind Lal,73,India,M,Medical diagnostics,D
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,Spain,M,Casinos,D
2405,1100,Construction & Engineering,Lee Joong-keun,82,South Korea,M,"Construction, real estate",D
2405,1100,Finance & Investments,Nancy Lerner,62,United States,F,"Banking, credit cards",E
2405,1100,Finance & Investments,Norma Lerner,87,United States,F,Banking,E
2405,1100,Finance & Investments,Randolph Lerner,61,United States,M,"Banking, credit cards",E
2405,1100,Healthcare,Lin Zhijun,47,China,M,Medical devices,D
2405,1100,Healthcare,Lin Zhixiong & family,49,China,M,Medical devices,D
2405,1100,Manufacturing,Jeffrey Lorberbaum,68,United States,M,Flooring,D
2405,1100,Telecom,Lu Rongfu,52,China,M,Telecommunication,D
2405,1100,Fashion & Retail,Lyu Yixiong,60,China,M,Cosmetics,N
2405,1100,Technology,Soichiro Minami,46,Japan,M,Internet and software,E
2405,1100,Automotive,Pawan Munjal,68,India,M,Two wheelers,Split Family Fortune
2405,1100,Automotive,Renu Munjal,68,India,F,Two wheelers,Split Family Fortune
2405,1100,Automotive,Suman Munjal,70,India,M,Motorcycles,Split Family Fortune
2405,1100,Energy,Dmitry Nikolaev,56,Russia,M,Coal,N
2405,1100,Automotive,Sjamsul Nursalim,81,Singapore,M,"Tires, retail",R
2405,1100,Fashion & Retail,Adrian Paval,54,Romania,M,Retail,U
2405,1100,Diversified,Antonio Percassi,69,Italy,M,"Real estate, diversified",D
2405,1100,Fashion & Retail,Kevin Plank,50,United States,M,Under Armour,D
2405,1100,Healthcare,G.V. Prasad,62,India,M,Pharmaceuticals,U
2405,1100,Healthcare,Pu Zhongjie & family,60,China,M,Medical equipment,E
2405,1100,Healthcare,Rao Wei & family,58,China,M,Pharmaceuticals,R
2405,1100,Service,Helena Revoredo,76,Spain,F,Security services,D
2405,1100,Finance & Investments,Matthew Roszak,50,United States,M,Cryptocurrency,D
2405,1100,Technology,Paul Sciarra,42,United States,M,Pinterest,D
2405,1100,Finance & Investments,Rajesh Sharma,53,India,M,Finance,N
2405,1100,Energy,Dean Solon,58,United States,M,Solar systems,U
2405,1100,Finance & Investments,Michael Spencer,67,United Kingdom,M,Stock exchange,E
2405,1100,Finance & Investments,Joseph Steinberg,79,United States,M,Investments,U
2405,1100,Food & Beverage,Zachary Stern,41,United States,M,Liquor,Split Family Fortune
2405,1100,Manufacturing,Manny Stul,73,Australia,M,Toys,D
2405,1100,Technology,Sun Hongjun,49,China,M,Semiconductors,D
2405,1100,Manufacturing,Sun Weijie,59,China,M,Oilfield equipment,D
2405,1100,Technology,Sehat Sutardja,61,United States,M,Semiconductors,D
2405,1100,Media & Entertainment,Min-Liang Tan,45,Singapore,M,gaming,R
2405,1100,Fashion & Retail,Tan Yu Yeh,52,Malaysia,M,Retail,D
2405,1100,Automotive,Tang Aoqi & family,77,China,M,Auto parts,N
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51,Thailand,M,"Wire & cables, paints",D
2405,1100,Food & Beverage,Tsao Ter-fung,76,Taiwan,M,Food,N
2405,1100,Manufacturing,Tung Ching Sai,58,China,M,Manufacturing,D
2405,1100,Technology,Arkady Volozh,59,Israel,M,Search engine,R
2405,1100,Manufacturing,Peter-Alexander Wacker,71,Germany,M,Chemicals,U
2405,1100,Food & Beverage,Wan Long,82,China,M,Food,D
2405,1100,Diversified,Wang Han,35,China,M,Airline,D
2405,1100,Media & Entertainment,Lars Wingefors,46,Sweden,M,Video games,D
2405,1100,Manufacturing,Allan Wong,73,Hong Kong,M,Electronics,E
2405,1100,Sports,Tiger Woods,47,United States,M,Golf,N
2405,1100,Fashion & Retail,Horst Wortmann,81,Germany,M,Footwear,D
2405,1100,Telecom,Wu Kaiting,53,China,M,Electronics,D
2405,1100,Manufacturing,Wu Li-gann,82,Taiwan,M,Electronic components,D
2405,1100,Food & Beverage,Wu Xiangdong,54,China,M,Consumer,D
2405,1100,Healthcare,Xiu Laigui,68,China,M,Pharmaceuticals,D
2405,1100,Healthcare,Xu Jiangnan,61,China,M,Vitamins,N
2405,1100,Telecom,Xue Jiping,72,China,M,Cable,D
2405,1100,Manufacturing,Yao Hsiao Tung,83,Singapore,M,Manufacturing,U
2405,1100,Technology,Ye Qiongjiu,68,China,F,Software,U
2405,1100,Food & Beverage,Yanqiao Ye,53,China,M,Soy sauce,D
2405,1100,Manufacturing,Yeh Kuo-I,81,,M,Manufacturing,D
2405,1100,Media & Entertainment,Yu Faxiang,51,China,M,"Tourism, cultural industry",D
2405,1100,Metals & Mining,Zeng Chaolin,40,China,M,Aluminium,D
2405,1100,Construction & Engineering,Kapeng Zhang,58,China,M,Building materials,U
2405,1100,Fashion & Retail,Zhang Xuansong,51,China,M,Supermarkets,D
2405,1100,Food & Beverage,Zhang Xuewu,48,China,M,Snacks,R
2405,1100,Technology,Zhu Yiming,50,China,M,Semiconductors,D
2405,1100,Manufacturing,Zhu Zhaojiang,49,China,M,Smartphones,D
2405,1100,Manufacturing,Zhuo Jun,57,Hong Kong,F,Printed circuit boards,D
2540,1000,Food & Beverage,Manohar Lal Agarwal,68,India,M,Snacks,N
2540,1000,Finance & Investments,Christian Angermayer,44,United Kingdom,M,Investments,D
2540,1000,Fashion & Retail,Ryuji Arai,76,Japan,M,Retail,D
2540,1000,Healthcare,Anna Maria Braun,44,Germany,F,Medical technology,D
2540,1000,Healthcare,Johanna Braun,43,Germany,F,Medical technology,E
2540,1000,Healthcare,Karl Friedrich Braun,40,Germany,M,Medical technology,E
2540,1000,Healthcare,Ludwig Theodor Braun,33,Germany,M,Medical technology,D
2540,1000,Diversified,Ana Maria Brescia Cafferata,98,Peru,F,"Mining, banking",D
2540,1000,Media & Entertainment,Jimmy Buffett,76,United States,M,"Entertainment, Margaritaville",N
2540,1000,Gambling & Casinos,Hideyuki Busujima,70,Japan,M,Pachinko machines,R
2540,1000,Finance & Investments,Edouard Carmignac,75,France,M,Asset management,D
2540,1000,Logistics,Chang Kuo-Ming,,Taiwan,M,Transportation,D
2540,1000,Manufacturing,Chen Jiancheng,64,China,M,Manufacturing,D
2540,1000,Media & Entertainment,Rui Chen,45,China,M,Online entertainment,R
2540,1000,Manufacturing,Chen Shiliang,59,China,M,Polyester,D
2540,1000,Technology,Tianqiao Chen,49,United States,M,Online games,D
2540,1000,Energy,Yuantai Chen,55,China,M,Batteries,D
2540,1000,Food & Beverage,Cheng Antares,65,Hong Kong,M,Liquor,D
2540,1000,Manufacturing,Kochouseph Chittilappilly,72,India,M,Electrical appliances,R
2540,1000,Real Estate,John Christodoulou,57,Monaco,M,Real estate,N
2540,1000,Finance & Investments,Pollyanna Chu,64,Hong Kong,F,"Financial services, property",E
2540,1000,Diversified,Turgay Ciner,67,Turkey,M,Diversified,D
2540,1000,Technology,Benoit Dageville,56,United States,M,Software,D
2540,1000,Real Estate,Mark Dixon,63,Monaco,M,Office real estate,D
2540,1000,Technology,Du Yulin & family,50,China,M,Software,N
2540,1000,Healthcare,Feng Yuxia,58,China,F,Pharmaceuticals,D
2540,1000,Healthcare,Benedicte Find,68,Denmark,F,Medical devices,D
2540,1000,Fashion & Retail,William Fisher,66,United States,M,Gap,D
2540,1000,Manufacturing,Gao Yunfeng,56,China,M,Industrial lasers,D
2540,1000,Real Estate,Jianming Geng,60,China,M,Real estate,D
2540,1000,Finance & Investments,Sven Hagströmer,79,Sweden,M,Financial services,D
2540,1000,Service,Clelia Haji-Ioannou,52,Monaco,F,EasyJet,R
2540,1000,Service,Stelios Haji-Ioannou,56,Monaco,M,EasyJet,D
2540,1000,Manufacturing,Hang Hong,55,China,F,Machinery,D
2540,1000,Manufacturing,He Yamin & family,66,China,M,Manufacturing,D
2540,1000,Energy,Ghan Djoe Hiang,79,Indonesia,F,Coal,N
2540,1000,Technology,Hong Feng,46,China,M,Smartphones,D
2540,1000,Fashion & Retail,Hong Seok-joh,70,South Korea,M,Convenience stores,D
2540,1000,Healthcare,Hu Gengxi & family,59,China,M,Bio-Pharma,R
2540,1000,Technology,Danilo Iervolino,45,Italy,M,Online universities,N
2540,1000,Finance & Investments,Hedda im Brahm-Droege,68,Germany,F,Investments,D
2540,1000,Manufacturing,Inder Jaisinghani,70,India,M,Cables & wires,N
2540,1000,Sports,LeBron James,38,United States,M,Basketball,N
2540,1000,Fashion & Retail,Johan Johannson,56,Norway,M,Grocery stores,D
2540,1000,Technology,Morris Kahn,93,Israel,M,Software,E
2540,1000,Manufacturing,Ashok Kajaria,75,India,M,Tiles,R
2540,1000,Finance & Investments,Marcelo Kalim,53,Brazil,M,Banking,E
2540,1000,Sports,Ken Kendrick,79,United States,M,"Banking, sports team",E
2540,1000,Technology,Brad Keywell,53,United States,M,"Software, investments",N
2540,1000,Energy,Muhammed Aziz Khan,68,Singapore,M,Power,N
2540,1000,Fashion & Retail,Kim Jung-woong,48,South Korea,M,Cosmetics,D
2540,1000,Diversified,Ihor Kolomoyskyy,60,Ukraine,M,"Banking, investments",E
2540,1000,Real Estate,Kong Jian Min,55,China,M,Real estate,D
2540,1000,Manufacturing,Koo Bon-neung,74,South Korea,M,Electronics,D
2540,1000,Real Estate,Michael Kum,78,Singapore,M,Hotels,N
2540,1000,Real Estate,Richard Kurtz,82,United States,M,Real estate,N
2540,1000,Finance & Investments,Lev Kvetnoi,57,Russia,M,Cement,R
2540,1000,Finance & Investments,Michiel Le Roux,73,South Africa,M,Banking,D
2540,1000,Technology,Li Wanqiang,45,China,M,Smartphones,D
2540,1000,Fashion & Retail,Liu Baolin,69,China,M,Pharmacies,E
2540,1000,Healthcare,Loo Choon Yong,74,Singapore,M,Healthcare,N
2540,1000,Technology,Lu Yonghua & family,59,China,M,Electronics,D
2540,1000,Manufacturing,Ma Xiuhui,52,China,F,LED lighting,D
2540,1000,Technology,Apoorva Mehta,36,United States,M,Grocery delivery service,D
2540,1000,Manufacturing,Gabriella Meister,,Germany,F,Appliances,D
